tweetid,Tweet,For guns?,Location
10733,How I felt after reading All the Presidents Men ,-2,"Harrisonburg, VA"
10734,@seanorna7 Is that what I said? Did I say eradicate all guns? No. I did not. I said lives were lost.,-2,"Argyle, TX"
10735,@NancyPelosi @GOP @SenWarren @SenSchumer @RepAdamSchiff @realDonaldTrump ,-2,"Druid Hills, GA"
10736,"Have you actually read the second amendment? It says: “well regulated militia.” Stop drinking the #NRA gun manufacturer’s koolaid - the only “right” they want to preserve is their “right” to sell arms, unrestricted, even if it means children will be slaughtered. #GunSense ",-2,"Raleigh, NC"
10737,"people that defend guns fail to realize that knives, cars, etc aren't designed to kill people. guns are. ",-2,"Nashua, NH"
10738,@DLoesch To all those who think teens shouldn’t be playing with guns ,-2,"Roseville, MN"
10739,Went to the search page on here and the main story was about guns fired near Rockingham Community College in NC.. refreshed the page and the story was about a MD high school on lock down because of an active shooter. This has to stop.,-2,"Winterville, NC"
10740,"#ICYMI In the immediate aftermath of the tragedy at Marjory Stoneman Douglas High School, @edworkforcedems sent a letter to Republicans requesting hearings to examine school shootings.  #EnoughIsEnough #SchoolSafetyForum",-2,"Washington, DC"
10741,Two letters for you...CR ,-2,"Concord, NH"
10742,Common sense gun laws from the MD Senate! Thanks Dad!! @MDSenate ,-2,"Florida, USA"
10743,@RG3PO5774 @fox5dc It doesn’t fit the gun control narrative,-2,"Crofton, MD"
10744,"@cameraman1961 @shannonrwatts @seagal_lori @realDonaldTrump @NRA You do know the NRA provided guns to freed slaves and taught them how to defend themselves. So not sure how they are racist. And for that matter Trump. Maybe don’t believe everything said on tv, do some research. ",-2,"Jefferson City, MO"
10745,We were angry kids in the 60’s and didn’t blow each other away. We also didn’t have the access to guns that people have now. Hmm ,-2,"Chico, CA"
10746,@AviAhvee @DLoesch Why do you immediately think that getting rid of guns entirely will end gun violence?  Criminals will@always be able to get a gun to kill and murder.  Taking ours will only leave us defenseless,-2,"Roseville, MN"
10747,HEHEHWKAODIUFHE IS THAT WHAT YOURE JUST GONNA KEEP DOING? ,-2,"Wesley Chapel, FL"
10748,"@TheRickCanton how about preventing school shootings from occurring in the first place? that means mental health funding &amp; common sense gun laws. i would HARDLY call what occurred something that ""works""...  saying that there's nothing wrong with what happened is the problem. #MarchForOurLives",-2,"Los Angeles, CA"
10749,"@CNN Parents should be held accountable. Innocent lives lost. We must protect our kids, from guns😢",-2,"Dayton, OH"
10750,#btpoos #gunsafety #guns #gun #2ndamendment #gunrights #metoo #neveragain #nra #freedom #american #american #pistol #florida #guncontrol #liberal #liberallogic ,-2,"Wesley Chapel, FL"
10751,"@AnyaStewart8 We aren’t other countries. Look at Chicago. They have very strict  guns laws if not the strictest in the USA. Look at what happens there. It doesn’t work! The problem is POS people not guns. They don’t have a gun? They will use a knife or a big vehicle, they find a way",-2,"Clovis, CA"
10752,"This could be by using car seat belts, having home security alarms, having TSA inspections at airports, seeing doctors, having surgeries, taking medicines, and countless other preventive measures. We don’t have to have a million people die from guns—whether homicide or suicide...",-2,"Carlsbad, CA"
10753,R’s poop on proposals to limit some personal liberties (guns) but see no contradiction in making proposals like tthis. Aren’t you tired of the right telling you that a bunch of white guys on the Capitol have better judgment about what you need? ,-2,"Decatur, GA"
10754,"The Confiscation of firearms has begun in Florida!

Another Constitutional Right weakened. Now law-abiding #Americans paying the price bcz Federal &amp; Local authorities in #ParklandShooting failed to do their jobs!

Please join the #NRA today

#WakeUpAmerica ",-2,"Schenectady, NY"
10755,@valley308 @RedStormIsHERE Amen! Ask Venezuelans if they were smart to give up their guns! Now they have a dictator robbing the country blind like former Prez Chavez. He’s dead but his daughter is one of the richest people in that country. Her dad took all citizens monies &amp; now they’ve got nothing.,-2,"Rockville, MD"
10756,"To everyone who thinks that teachers having guns, or having arms police officers in your school's is a bad thing, go ask the victims of the Great Mills shooting in Maryland. Only two kids were shot, both are expected to recover, and the shooter is dead.",-2,"Manchester, VA"
10757,War and guns makes money. That’s all they care about ,-2,"Kennesaw, GA"
10758,"@Liz_Wheeler Yes, and this validates our POTUS' proposals concerning
these shootings, saying: if those who r thinking about school shootings would reconsider, most do not want 2 be killed (para phasing remarks).",-2,"Pennsylvania, USA"
10759,Another school shooting. At work and I can't stop crying and being incredibly angry and feeling helpless and sorry. And God damn it. Fuck guns.,-2,"Minneapolis, MN"
10760,"@JarredKushner @realDonaldTrump @SpeakerRyan @TeamPelosi @chuckschumer @ForParkland I didn’t mention the #SecondAmendment @JarredKushner , but I do support it! However, it is my personal opinion that certain types of guns have no place in the hands of everyday citizens!",-2,"Joplin, MO"
10761,"Reno- read this. Your rights are not being defended by you government or your school district. Regardless of what side you are on- I’ve never been suspended for cursing in class and Mark Amodei is not more important than us. 
OUR education. OUR rights. 

",-2,"Sparks, NV"
10762,@NRATV @CNN @MSNBC @browardsheriff @RobertwRuncie @DLoesch A Hero with a gun ban democ🐀’s not guns !!!,-2,"Minooka, IL"
10763,"@SloreOhSlore @JeffJacksonNC @jdanbishop @scottdstone September 1, 2004, in Beslan, Russia. Three days in Hell! Over 300 students and teachers and caregivers, were all massacred by Chechen, Muslim Terrorists. The guns were not to blame. Those who choose to use them to commit crimes are.  No, it's not ""uniquely American.""",-2,"North Carolina, USA"
10764,@SilentSkillHD @TriciaHill7 @capzimm @angie8bs @GovLarryHogan @MDSP Have you not seen the slew of news stories about teaching with guns over the past month? They are shooting themselves or students or discharging weapons. Or students are finding the guns. This is a bad idea and Maryland teachers unions already said so🙄,-2,"Greensboro, NC"
10765,"@YouCanCarry @gcramer30 @TNTickler @jsutt13 @Morgan2268 @Mamasan2k @flyaway_k @PoliticalEmilia @v @realLyingMedia There's a lot legal here, cuz still lots of subsistence hunting. And i don't feel bad about guns in my rural area -everybody grew up with them. It's cities and ppl driven by the feeling of single-shooter games coupled to their own imbalance, that has me worried, along with hate!",-2,United States
10766,@80k_0k8 @williamlegate Full disclosure I am a gun owner but if I were the guy carrying it it would be the shooter that has a problem not the students not advocating guns at schools by the way,-2,"Modesto, CA"
10767,Anyone else tired of school shootings? I am stressed about my one year old niece and nephew. I don’t want to send them bulletproof outsides for their birthdays. #MarylandSchoolShooting ,-2,"Dallas, TX"
10768,@Air_force_offic @toad462 @KyleKashuv You guys are funny...I'd prefer an A-10 with one of the cool Gatling guns ;),-2,"Florida, USA"
10769,"@markfollman @DLoesch To STOP @NRA we must STOP THIS!
They are 
1. OWNED by guns/arms manufacturers
2. #1 Money-Launderer for Russia
3. ONLY represents:
1% of Adult Americans
25% own a gun
3% US own 50% of all guns
#GunReformNow ",-2,"Aspen Hill, MD"
10770,@VintageMonte @rward80640 @hohlfeld_james @MSNBC You mean educators? You mean the people that you are claiming to speak for and that should have guns.  Teachers have spoken and they don’t agree with you 😂,-2,"Greensboro, NC"
10771,As most LEOs this Officer was more than likely trained by an NRA quailed instructor. NRA serves many law enforcement agencies with firearms training certifications across our country. Thanks to the NRA. ,-2,"South Dakota, USA"
10772,Condolences to the families of the victims at Great Mills HS. And thank goodness for the officer that engaged and took down the gunman instead of waiting at the door hoping gun control would jump in and make everything right,-2,"Walnut Creek, CA"
10773,@ColBannister I don’t agree with teachers with guns !,-2,"Plant City, FL"
10774,"...that’s why certain controls are more than appropriate on guns—whether to prevent mass shootings—or individual deaths. Cars, trucks, boats, &amp; planes all require extensive training &amp; licensing before using them. The premise that #2A provides a right to guns, does not mean...",-2,"Carlsbad, CA"
10775,@QuinnBurton1 Till the gun laws are passed and we no longer have the right to keep and bear arms.,-2,"Vista, CA"
10776,"@MarkAmodeiNV2 got a high school kid suspended by narcing to his principle that the student said during a phone call ""to get off your effing ass"" about gun control. The student is also now barred from serving his elected role as class secretary-treasurer. Just WRONG! SMH! 😒 ",-2,"San Diego, CA"
10777,@AisyPlayz @twtshitz @FierceDragonfly @jorge_a_abadia @korey_pl @JRehling How does stricter laws affect law abiding citizens? If you’re a deserving citizen you’ll still be able to get a gun. You’d sacrifice children because it might take you longer to get a gun?,-2,"San Marcos, TX"
10778,@mike_Zollo @DeplorableGrn The elitists don’t have guns their body guards do. They would not know a AR15 from a bebe gun. MAGA 🇺🇸🔥🎯Now following you 👍,-2,"North Carolina, USA"
10779,"@spartacums False. The number of guns in the U.S. has increased substantially over time, especially in the past 20-30 years. In that time, crime, especially violent crime, has consistently gone down and hit record laws. More guns does not equal more violent crime.",-2,"Boston, MA"
10780,Close to home and indicative of the strong correlation between mass shootings and domestic / intimate partner violence #enough ,-2,"Frederick, MD"
10781,What the fuck ,-2,"Lowell, IN"
10782,@starsheppygirl @shannonrwatts I will make sure I have my 10 &amp; 8 year old out on the gun range practicing gun safety and target practice. While you all go and march as victims. My 8yr old can take apart and reassemble my AR-15 already. Both my kids are accurate with their long guns as well. #Idontraisevictims,-2,"Jefferson City, MO"
10783,#GoodGuyWithAGun ,-2,"Hallandale Beach, FL"
10784,😂 ,-2,"St Petersburg, FL"
10785,"@cherylclarkin @Neil33842487 @NRATV @JennJacques You stop mass shooting by stopping the shooters, not by outlawing certain styles of guns. Btw, the answer is no. You don’t get my AR-15 or its STANDARD capacity magazine.",-2,"Creve Coeur, MO"
10786,"@rayminyard @Liz_Wheeler Gun control.

Not taking all guns from everyone, but controlling who is able to purchase them and what they are able to purchase.",-2,"Portland, OR"
10787,HOW THE FUCK ARE THERE SO MANH SCHOOL SHOOTINGS?!?!?!,-2,"East Los Angeles, CA"
10788,"Liberals are not known for their stability. Waffel, waffel... ",-2,"Clearwater, FL"
10789,@TheRickCanton saying that we already have common sense gun laws is laughable.  so normal civilians legally buying weapons of war able to kill multiple people per minute is rational why?  there's no need for that - that's a far cry from common sense. #MarchForOurLives,-2,"Los Angeles, CA"
10790,I’m not sure who makes me madder @PressSec for spewing nothing but bullshit day in and day out or her boss who makes this shit up as it goes along ,-2,"Philadelphia, PA"
10791,@FFFreekowtski @dixieshuffler @NRATV @dbongino Didn't make anything up.  You don't know the first thing about  claimed that two pictures of the same firearm with different furniture were different  call semi automatic rifles assault weapons.,-2,"Fallon, NV"
10792,"@TheLastPersont2 @Steve342423 @CoreyClayton @shannonrwatts Bad argument. Freedom of the press wasn't written for social media, tv, or computers either. Get rid of them if you want my guns.",-2,"Chicago, IL"
10793,@DiamondandSilk What kind of guns? Aren’t these the same people who want to take away guns! I’m confused. Oh wait it is the Democratic Party. They are always confusing.,-2,"Fresno, CA"
10794,"@CJ_Bionic @MerrilyCox1 @JoyShrumTBN @thebaynetcom I'm assuming you know guns, you know the destruction differences and the speed of the bullets between handguns and AR-15s ",-2,"Olmsted Falls, OH"
10795,Dapper Tuesday! I brought out the big guns with the Eldredge Knot. Guide will be posted… ,-2,"Sugar Land, TX"
10796,I call them machine guns. That is all that matters. ,-2,"New York, USA"
10797,"Hey folks, did you know the @NRA gave out guns to help the slaves free themselves?  This is a fine example of #Klansplain, considering the actual institution of slavery ended in 1865, and the @NRA didn't come into existence until 1871...  #Klansplain shows the ignorance of some.",-2,"Florida, USA"
10798,"Whether your are pro or anti gun control, you should still be demanding answers and solutions.",-2,"Prince Frederick, MD"
10799,Australia doesn’t have a cartel-run country filled with illegal guns right on its border either. ,-2,"Beaumont, TX"
10800,"Grateful it was a handgun not a semi automatic, grateful the resource officer did his job, so sad for the frequency of these incidences.  #greatmillshighschool #MarchForOurLivesdc ",-2,"Amherst, NY"
10801,"@cameraman1961 @shannonrwatts @seagal_lori @realDonaldTrump @NRA That is before they became the NRA but the people that provided guns to freed slaves started the NRA, just like it is all paid for my law abiding citizen. Just said you like being a sheep.",-2,"Jefferson City, MO"
10802,@LeahRBoss They are so foolish to think that new gun laws is going to stop this from happening again.,-2,"Texas, USA"
10803,@Deadpool1973 @mccauchiner @Orvillelewis11 @NRATV @stinchfield1776 @BreitbartNews I am all for a TOTALLY GUN FREE D.C. absolutely NO GUNS for anyone including police military and armed bodyguards—NONE,-2,"Tulsa, OK"
10804,"@oyomo @TitusNation Those people are criminals and the tool they used bears no weight in the path of their failure. They would have used the next most convenient tool.

No one is going to take guns away no matter how many what ifs you have the facts are that we live in a world full    of danger.",-2,"Idaho, USA"
10805,"@RJGatorEsq It's called a ""CLIP"" Libtards""""         a ""Cartridge"" is what fires the ""Lead"" or the ""Bussiness End"" of a ""Bullet"" perhaps you guys should study up on ""Guns &amp; ""Ammo"" and then maybe you wouldn't wet your pants everytime you see a ""Gun""!!!!!! Nuff Said""""""",-2,"Texas, USA"
10806,School shootings are happening now just a frequent as rain falls🤦🏾‍♂️ ,-2,"Norfolk, VA"
10807,"A good guy with a gun.
#NotMyGuns #JoinTheNRA ",-2,"Texas, USA"
10808,I stand for reasonable controls to manage the availability of guns to provide this security. I don’t believe we really want a police state where every venue is guarded by multiple officers with high power rifles. They cannot be 100% effective.,-2,"Carlsbad, CA"
10809,It’s pretty much a damn cartoon 😂 brings more people together then our administration and that’s facts ‼️ ,-2,"Philadelphia, PA"
10810,"@Dennisabm @absolutspacegrl @NRA How is that cosplay, you haven't seen combat I have so I know what the fuck I'm talking about hippie
I'm in favor of BGC and red flag laws how the hell am I in favor of criminals w/ guns? No my duty as a citizen is to help protect our individual liberties  by voting and using1A2A",-2,"Fort Carson, CO"
10811,They Unfortunately May Had Been Satisfied If There Was Actual Fatalities In Order To Boost Gun Control Talk. #FakeNews ,-2,"Houston, TX"
10812,Suggests? Give me a break! ,-2,"Florida, USA"
10813,This is another lie spread by gun lovers and Magats. ,-2,"New York, USA"
10814,"The courts went further saying: states and “municipalities have legitimate reasons to ban AR-15 style weapons because of the dangers they pose to schools, innocent bystanders and police” Stop drinking gun manufacturers koolaid- they are protect their right to sell guns at cost... ",-2,"Raleigh, NC"
10815,"@YouCanCarry @gcramer30 @TNTickler @jsutt13 @Morgan2268 @Mamasan2k @flyaway_k @PoliticalEmilia @v @realLyingMedia Sure. So now i know my gun crowd are freaking great shots! (marksmen/ex-military.) But also i may have the wrong idea of the avg American with guns, they, are not so trained, coolheaded.  And i think ppl not around guns may have justifiable fear re the avg. American re mentality.",-2,United States
10816,@HalleStockton @PublicSourcePA @PSUBellisario They’re taking the race conversation concept and using it to record a conversation about gun control.,-2,"Pennsylvania, USA"
10817,@Patrick_aight Ummm I didn’t want to draw guns so I GAVE YOU LOLLIPOPS HOPE YOU LIKE IT ,-2,"Pearland, TX"
10818,"Hey @ChuckGrassley @SenJoniErnst 

@NRA does not represent US

If you vote to support @NRA agenda to convince American citizens they should fear their neighbors or the government in order to sell more guns, 
then you are also not representing US either ",-2,"Pleasanton, CA"
10819,"It’s very clear that folks are not using guns for protection, they are using them for retaliation. ",-2,"Brooklyn, NY"
10820,"@RainCarrington @MJP1113 @therese38 @NBCNews Well, that’s a problem the RWNJ don’t know about. You see, authoritarian govts don’t let the people have guns anymore, that would be unsafe. Oops, didn’t see that coming @NRA? Look around.",-2,"California, USA"
10821,"@drawandstrike Typical DEMOCRATIC response to gun control. DeBlasio needs to be praying 24/7 that NYC school children are safe. The most distrubing announcement yesterday was that the new Gubernatorial Candidate, Cynthia Nixon is close friend &amp; supporter of DeBlasio",-2,"Cincinnati, OH"
10822,17 school shootings at the day...,-2,"Springfield, MA"
10823,"Guns have plagued inner city neighborhoods, schools in the late 80’s and all though the 90’s, it will never stop, corporations control American politicians. 🌞",-2,"El Paso, TX"
10824,"@sjacks26 Tucson AZ destroyed confiscated/surrendered firearms until they were sued by the state.
",-2,"Portland, OR"
10825,"Despite @edworkforcedems’ request for hearings examining school shootings, no such hearing has been scheduled. That is why today, Democrats have decided to host our own hearing.   #EnoughIsEnough #SchoolSafetyForum",-2,"Washington, DC"
10826,#ArmTeachersNow if you want to save students ,-2,"Arkansas, USA"
10827,"He needs to take that pitch to Chicago,  and see if he gets out alive ",-2,"Lake Charles, LA"
10828,"@mattmarohl The point is it shouldn’t get to an armed guard taking down a shooter, the situation shouldn’t be occurring. We need to do away with guns and rifles. Innocent people as well as animals (elephants) are being murdered",-2,"Brooklyn, NY"
10829,"@SenatorHeitkamp @RepKevinCramer 

Not crazy about either voting record! ",-2,"Williston, ND"
10830,The weakest niggas flex and show of they guns like they hard or cool nun but pussys in my eyes bruh fr,-2,"Denton, TX"
10831,"#MarchForOurLives 

Wake up your being manipulated and indoctrinated by evil people!",-2,"Rialto, CA"
10832,This is horrible 😞 ,-2,"Oxnard, CA"
10833,"@CapreseMartini That's fine but can you tell me what the founding fathers meant by adding the word, ""regulated"" to the 2nd amendment and can you tell me what your gun rights are?

I want to know. Not to argue.",-2,"Manhattan, NY"
10834,  🤣🤣  #makegunsillegal #nomoreguns #guns@21 #420@18 #alcohol@18 #peace #funny #TuesdayThoughts 🤣👊,-2,"Colorado Springs, CO"
10835,"@jordanstadler_ Joe. The people fighting for gun control reform continue to march, hold town meetings, send emails to congress...however they can’t control the media...the media is going to follow what the “hot” story is. Not really sure what your point is here.",-2,"Los Angeles, CA"
10836,"It’s crazy what’s happening right now.  2 school shootings, package bombs,  its ridiculously dangerous out here in these streets.",-2,"Nashville, TN"
10837,2 school shootings happened today and nobody’s talking about it...,-2,"Friendswood, TX"
10838,@Glock_Coma_ @ImFreeWhenIDie @JMad414 @RaisingZeplyn @DLoesch @NRA Your love for guns aren’t more important than the safety of my children. PERIOD!,-2,"Kansas City, MO"
10839,@CNN Gun control starts at home. We have to stop the senseless deaths! #GunControlNow,-2,"Daly City, CA"
10840,@combienDUtemps @20committee “Take the guns and melt them down” XTC 1984,-2,"Indiana, USA"
10841,The hypocrisy is outrageous. ,-2,"Belvedere Park, GA"
10842,Russ ,-2,United States
10843,"@LauraLoomer IT'S NOT ABOUT GUNS, OR BOMBS, ITS ABOUT TERROR! IT'S ABOUT RAMPING IT UP UNTIL WE BEG FOR RELIEF FROM THE U.N.!! REMEMBER... OBAMA, HOLDER &amp; LYNCH'S STRONG CITIES NETWORK?? THEY ARE ALL WORKING FROM THEIR BROWN HOUSE IN CALIFORNIA!!",-2,"Homewood, AL"
10844,Didn't this kid know it is illegal to purchase firearms if you're underage?? ,-2,"Memphis, TN"
10845,@RichardRSmithJr @goodvibeslib @lissie_w @lexforchange @AMarch4OurLives @RepTedDeutch @RepCicilline I said the exact opposite of that. You appear to have pointed out one way gun manufacturers are getting around existing laws. That doesn’t mean we get rid of all laws. This type of logic was never accepted as sound until #NRA convinced millions it makes sense for gun laws.,-2,"Seattle, WA"
10846,California might require a bullet-button on these. ,-2,"California, USA"
10847,Lets discuss gun control your opionions and solutions welcome.,-2,"West Seneca, NY"
10848,"“And if I say my 
body is it’s own crumbling 
country, if I say I am always
my own home—then
what does that make of me?” ",-2,"Nashville, TN"
10849,"My bet? The media will focus on how the student obtained a firearm in one of the states with the most strict gun laws, not how the officer ended the situation quickly, like they’re supposed to.",-2,"Austin, TX"
10850,"@KyleKashuv 1st-Your BILL is a FREE-GUN Zone. It does nothing to keep guns away from kids, criminals, or the unstable.  2nd-a Police Officer stopping a shooter is great!  Saved the day?  A 16yr old girl in critical condition. 14yr boy hurt.. a troubled boy is dead because he could get a gun.",-2,"Kittery, ME"
10851,"Nevada politician @MarkAmodeiNV2 REALLY doesn't like it if you say mean things to him. Whatever you do don't call, email, text, tweet, fax, telegram, pony express, and yell mean things at this delicate snowflake. ❄️ ",-2,Downtown Las Vegas
10852,Slave owners said the same thing Hogg said. ,-2,"Brooklyn, NY"
10853,Not the time to talk about it? You said that the last six shootings. ,-2,"California, MD"
10854,School shooter shot by a good guy with a gun. In a state with some of thoughest gun laws in the country. Tell me more about how gun laws protect you 😂,-2,"Lackawanna, NY"
10855,Gun control plssss,-2,"California, USA"
10856,@SenBlumenthal You held your breath while a brace hero with a gun took control of the situation......,-2,"Waverly, MI"
10857,@Glock_Coma_ @ImFreeWhenIDie @JMad414 @RaisingZeplyn @DLoesch @NRA Your love for guns is not  more important than the safety of my children. PERIOD!,-2,"Kansas City, MO"
10858,"@Ant_3122 @mijpmnwavailva @Emma4Change No, that wouldn't be wise. That would actually be quite stupid. Leaving gun control up to the states, is ineffective, because people can cross state lines from the states with more permissive gun laws, as they do in Illinois, particularly in Chicago.",-2,"Pleasant Grove, UT"
10859,"It says a lot that the @GOP thinks that guns are a right but that this kids medical needs arent. His fees are up to one million dollars bc he protected the lives of children that this country puts second. 
#NeverAgain #MSDStrong #GunControlNow ",-2,"Atlanta, GA"
10860,"Facts are a stubborn thing. #WalkUp 

 ",-2,"Parkland, FL"
10861,"@LiverLipLouie Get a microphone and SayItOutLoud! #OBAMAGATE Obama why did you give guns to the Cartel? SayItOutLoud. Take it to the street, like they are.🇺🇸🇮🇱🙏🎺🌎🕊",-2,"Texas, USA"
10862,@BlueStarMomX2 @mijpmnwavailva @Ant_3122 @Emma4Change I believe we already have the death penalty where murder that seems not to be a deterrent so your argument holds no water guns are the problem access to those guns are a problem so don't make excuses 4 people using guns instead of knives just another bullshit excuse,-2,"Spokane, WA"
10863,💀💀💀 ,-2,"Texas, USA"
10864,"@spartacums That may very well be. But as more guns have come into circulation, violent crime has gone down. So there isn’t a correlation between the two. My point stands.",-2,"Walpole, MA"
10865,"@AtheistRepublic Free speech, gun control, No Donald Trump and his smarmy family.",-2,"Chesterfield, MO"
10866,"No Sean, the kids want to ban all guns and no guns in schools and Schumer and Pelosi support them.  Kids think they can conquer the world with no listening skills, no respect and plenty of ignorance. ",-2,"California, USA"
10867,"@thehill Hopefully, this school put guns in the school to protect the children!!!!",-2,"Missouri City, TX"
10868,"Monster storms on the east and west coasts, exploding packages, school shootings. ",-2,"Manhattan, NY"
10869,"@manic1hispanic If guns were banned, there is no student with a gun.",-2,"Los Angeles, CA"
10870,"@spartacums A lot of people do get shot. But an increase in the amount of guns in circulation has been paired with a decline in violent crime. A very significant one too; violent crime is at an all time low. So, no, more guns does not equal more violence.",-2,"Walpole, MA"
10871,"@MadwitTY @crowmogh @InsaneTigerTig @williamlegate @Jsky2119 @loves10s @ARmastrangelo You own a few guns, huh? ",-2,"Lancaster, NY"
10872,@TLC10q @williamlegate Now this is an answer there are laws that if you bring guns to defined gun free zones there are additional penalties then see I can be taught,-2,"Modesto, CA"
10873,No one killed but shooter ... So WHAT was that about the Florida kids NOT wanting more guns in schools?? #2A #RKBA #2ndAmendment ,-2,"Phoenix, AZ"
10874,#greatmillshighschool screw thoughts and prayers Gov Hogan take the guns away from minors! Only 2 shot NOT ACCEPTABLE now or ever again.,-2,"Westminster, MD"
10875,"@WhiteHouse Let’s deal with the shootings, gun control, the Texas bombings, that should be your priority!",-2,"Taylorsville, UT"
10876,The wh*te people who said they only got guns to protect themselves and their rights ,-2,"Akron, OH"
10877,"Once again the media is hooked on another teen school shooter. A 17 yr old boy who they’ll obsessively talk about as they push gun control on viewers.

How come they didn’t care this much when a 17 yr old boy in FL who converted to Islam sliced a 13 yr old’s throat last Monday?🤔 ",-2,"Florida, USA"
10878,"Uh, NOT!! #2A #RKBA #2ndAmendment #StandAndFight ",-2,"Phoenix, AZ"
10879,"@goodvibeslib @RichardRSmithJr @lissie_w @lexforchange @AMarch4OurLives @RepTedDeutch @RepCicilline States have laws of this type. Richard ‘s arguing they‘re not valid cause don’t cover all guns he considers to meet def’n of assault rifle authors of this bill‘re trying to define. If you accept that logic, same would apply to repealing existing laws.",-2,"Seattle, WA"
10880,Lmao @ all the people saying to blame the damn gun. Ignorant ass people I swear to god. ,-2,"Gainesville, FL"
10881,"@KyleKashuv Perhaps our definition of a victory over gun violence differ.  I wouldn't call today's event a win.  There have been multiple examples of ""good guys w/guns"" misfiring or accidentally injuring students in the past 10 days.  I don't celebrate those either.",-2,"Kittery, ME"
10882,@NRA #GunControl ,-2,"New York, USA"
10883,"@FFFreekowtski @dixieshuffler @NRATV @dbongino An AR (Armalite Rifle), named after the original manufacturer, can be obtained in about 20 minutes,after a background check, moron. I own 2.
Admit it. You know nothing about firearms",-2,"Fallon, NV"
10884,"Have this security policy in every school across the nation and you won’t be reading about school shootings any more. It is a deterrent that works. Believe me, they will stop trying after they keep reading in the news the shooter was shot dead by security personnel in the school! ",-2,"Colorado, USA"
10885,"Spreading lies. Chicago does not have the strictest gun laws. Most guns come there from the surrounding states— like Pence’s fiefdom, Indiana. ",-2,"New York, USA"
10886,"#CambridgeAnanlyticsAndNRA
#PartnersInCrime ",-2,"California, USA"
10887,"@TheRickCanton again, you have ZERO mention of any thoughts and prayers or ANY empathy whatsover expressed for the children who have been killed.  i'm sorry for our country that there are people like you who value guns &gt; children's lives. #MarchForOurLives",-2,"Los Angeles, CA"
10888,"@ManInBlack815 @RawStory I have a feeling you are a bot. 
I see no need to ban ALL guns. 
Seems like you’re being extreme to cause discord.",-2,"Portland, OR"
10889,@vivavelo @InsaneTigerTig @Jsky2119 @williamlegate @loves10s @ARmastrangelo All firearms are designed to kill which is why arguing lethality of legal weapons is pointless,-2,"Lancaster, NY"
10890,"@CommenTarri @CBJOHNSON143 Y’all can’t take a little humor in your lives can you? And I believe  Hussein gave out a lot of awards to undeserving America hating traitors as well as his Nobel Peace Prize, for what? Helping Hezzbolah run guns &amp; pounds of cocaine that flooded American streets. ",-2,"Columbia, MS"
10891,"Too many guns out there.

#Princeton University",-2,"Trumbull, CT"
10892,How many more people have to die before  the government decides to do anything about gun control? #Maryland #GunControlNow #GunReformNow #GreatMillsHighSchool,-2,"Phoenix, AZ"
10893,Her story: ,-2,"Frankfort, KY"
10894,WHEN WILL SCHOOL SHOOTINGS END?!😡  ,-2,"Davie, FL"
10895,"@Breaking911 Why is the media using a picture that is 5 years old? I am not quite cynical enough to think they are really trying to hawk their ""babies with guns"" narrative.",-2,"Maplewood, MO"
10896,friendly reminder that pro choice is not pro abortion🤦‍♀️ ,-2,"Odenton, MD"
10897,School shootings. The Faceless disbanding. 2018 is getting redundant. ,-2,"Round Rock, TX"
10898,@DLoesch Liberals are the biggest lying Ass Hole and most violent and show us every day why we need our Guns and Rights.,-2,"Zephyrhills, FL"
10899,#NeverAgain ,-2,"Grants Pass, OR"
10900,Support them💜 ,-2,"Fountain Hills, AZ"
10901,@dbrezzz I don't disagree with you but you should check out this article ,-2,"Fairfax, VA"
10902,@ZaibatsuNews @Emma4Change maryland has strict oppressive gun laws,-2,"Joliet, IL"
10903,@SenatorHassan Judging by current events the strict gun laws in Maryland were ineffective in this case and it looks like school security is the way to go.,-2,"Chalco, NE"
10904,Call 202-225-3335 and demand this treasonous rep resign ,-2,"Mena, AR"
10905,@80k_0k8 @williamlegate Around where I live police officers only have to be able to hit a paper Target that's 7 to 10 ft in front of them to show they know everything about guns,-2,"Modesto, CA"
10906,@seanhannity Good guys with guns stop Bad guys with guns,-2,"Columbus, OH"
10907,@IndivisibleNWFL The bill that does not mention guns. Where was @marcorubio after Orlando?,-2,"Pasco, FL"
10908,"You forget two school shootings and another possible two more Austin bombs, both at different Fed Ex's today. ",-2,"Streamwood, IL"
10909,"HAPPENING NOW: Tennessee @MomsDemand volunteers at the #tnleg fighting against guns in airports, arming teachers and decriminalization of permitless carry. #ExpectUs ",-2,Cordell Hull Building
10910,#BoycottNRA #NeverAgain #BanAssaultWeapons #BanBumpStocks #NoGunsforTeachers #RaiseMinimumAge #BoycottNRASponsors 😠 ,-2,"Pennsylvania, USA"
10911,another school shooting... a young male student... no mental issues... it’s a lack of attention and care from parents... stop blaming guns... this starts at home... a gun doesn’t become deadly until used on someone... your hands can be deadly if you use them right.. think..,-2,"Owasso, OK"
10912,I blocked @NRATV because I have no interest in propaganda that defends guns over lives.,-2,"Florida, USA"
10913,"@MSNBC Hopefully, they put guns in this school!!!",-2,"Texas, USA"
10914,The reason they are pushing so hard to take our guns is because establishment Republicans will try to lose the house and the senate. Then the Dems can impeach Trump. That happens and it's go time.,-2,"Pennsylvania, USA"
10915,"Problems n US is not people with guns, pusher pushing drugs, drunks driving.  But its hearts with out God, parents without discipline and judges without justice. Change hearts change parenting change judges= change n society.",-2,"Indiana, USA"
