,Tweet,Location,For guns?
11503,"@ColtonFivash @sfredrickson1 @Plumazul @Noltdeegs @suprgrl08347556 @TrumpAgitator @NadineNardine @psychofan1 @starbucksgirl51 @TallulahSC @EricTrump I’ve noticed in this thread a number of logical fallacies, most recently a straw man argument. Many calling for gun control &amp; registration aren’t anti gun. Plenty of gun owners favor these changes. Hyperbole doesn’t make you right. Just dramatic. ","Brooklyn, NY",0.0
11504,I wish the MN legislative Public safety committee would read this thread and reconsider tabling all gun legislation. @RepJohnsonMN @KathyLohmer   If only kids were important constituents. ,"Minneapolis, MN",-2.0
11505,@MarkAmodeiNV2 you’re an ass. Really??? Suspending a student for telling you to get off of your fucking ass and do something about gun control?you are a pussy of epic proportions and you WILL lose the next election. Twitter is mighty powerful.,"Long Beach, CA",0.0
11506,Ban guns so we can get blown up by something that’s already banned and not be able to defend our selves,"Las Vegas, NV",1.0
11507,@thesullenplace @DLoesch @JoyAnnReid No one tortured mine. Our as in collective America. But many are tortured and i am hoping you are as passionate about silencing planned parenthood as you are school shootings,"Texas, USA",-2.0
11508,"@FoxNews @mschlapp @POTUS IS THE WEATHER FORECAST, FIZZLE, FOR SATURDAY'S BIG PRO GUN CONTROL MARCH ON WASHINGTON D.C. THIS SATURDAY?","Saugus, MA",1.0
11509,@Yousef_Esq But like he knows it so he got all the guns out the house in advance,"Columbus, OH",-2.0
11510,@shotscarecrow @WatchChad @jrlewin @LisaSeaFL @BobEstesPGA Guns are illegal in new york rappers in ny still catching gun cases I kinda see  what hes saying,"Los Angeles, CA",-2.0
11511,@DiMurphyMN Also combines 2 things the GOP loves; selling guns while not addressing any additional costs.,"St Cloud, MN",-2.0
11512,"“Common sense!” 
“No political agenda!” ","East Providence, RI",-2.0
11513,"@GrayFeld I’m about to watch it, I mistakenly assumed it was similar to the assault weapons ban bill that was proposed that was so unspecific it applied to thousands of guns","San Marcos, TX",1.0
11514,"@Dalton642 @DANEgerus @Cruellaisdevine I think ""tough guys"" like @DANEgerus would hurl their lunch if they ever saw photos of what happened at Sandy Hook. We can still have the 2nd amendment and not have these kinds of massacres. It just won't be with the kinds of guns that @DANEgerus gets off on.","Los Angeles, CA",0.0
11515,"@ShootingIllustr @RemingtonArms For hunting purposes many of us have to unload our hunting firearms when we get in a vehicle, great benefit. 336 version would be nice..","North Carolina, USA",0.0
11516,"@YouCanCarry @realLyingMedia .@V I get it. N everyone i know with kids is wondering why they should trust a couple of random ppl at school to protect their kids against guns that cannot be defended against. Terrorists/guerillas by definition almost impossible to defend against, thus -take away their fave gun",United States,0.0
11517,@LindaSuhler @Lrihendry But you idiots don’t understand. It’s the guns fault. It can’t be an evil person problem,"Texas, USA",-2.0
11518,"damn inbreeders get so mad when u talk about their guns, cops, or the military u can see their single brain cell tweak out ","West Virginia, USA",-2.0
11519,The only type of guns allowed in the fitting room 💪🏼💪🏼💪🏼 #fittingroomlyfe #chaturangaarms @… ,"Austin, TX",-2.0
11520,"On shuffle, I just had Guns and Ships play into Welcome to the Black Parade, and I can't stop laughing thinking about @ChrisisSingin going into that as the heartfelt song he sings to @Lin_Manuel","Florida, USA",0.0
11521,If guns kill people then I guess pencils misspell words.,"Texas, USA",-2.0
11522,"Hmmmm
This is funny considering no one in my family has ever had the kind of money to send their kids to a private school, let alone live in a gated community. Also funny considering everyone in my family owns a gun. 
Don’t be ignorant Charlie, it’s not your color ","Marshalltown, IA",0.0
11523,"Belittling beliefs? How will @GOP defend their complicity in accepting money, peddling Putin policy via Trump, accepting Russian money, caring more about guns than children????? Pack of criminals each &amp; every one ","Vermont, USA",0.0
11524,What if I panic? ,"Los Angeles, CA",-2.0
11525,Agree ,"Waterbury, CT",-2.0
11526,"@YouCanCarry @realLyingMedia .@V Hey, I trust me, n like i said, my neighbors as they are long-time familiar with guns. We will use other means to defend against home invasion. 
Frankly my fear re govt is not about guns now but INFORMATION CONTROL-they are distracting/dividing us w/gun issue n selling us OUT",United States,0.0
11527,Well he wasn’t stopped by an armed school teacher. School officers have had guns for years. ,"Erie, PA",-2.0
11528,"American Children: Hey, can we be murdered a little less please?

Republicans: What the fuck? What about my guns? What about me, a person innocently playing with my death-machines as a hobby? I am the real victim here. Kids these days are so entitled…","Monticello, IL",1.0
11529,Oh neat! Bad conservative sarcasm that suggests people protesting for gun control are stupid. I guess I can't be terribly suprised a white guy named Chad with a big ass cowboy hat is this dick hard for his guns. ,"Sacramento, CA",-2.0
11530,.@Youtube is banning content related to #guns. Is there a similar site #gun people need to gravitate to?,"Alabama, USA",0.0
11531,"Always say zero, never, ever tell. ","Chalco, NE",-2.0
11532,@AidenWolfe @Britpoptarts He and other nationalists racists etc MUST be on the terror watchlist. Remember t removed them. This must happen along w gun control etc.,"Phoenix, AZ",-2.0
11533,I wonder do toys r us down here got a sale cause I want some nerf guns 👀😊,"Montgomery, AL",-2.0
11534,Good for him! I hope he follows through on this ,"Rossmoor, CA",-2.0
11535,"@seonf @TTon227 You live in Australia your government has denied stuff. How free are you?
Gun Stuff, you can’t own anyway.  But Luke 23 should be read.  The great battle comes and you have no protection. Neither God or Guns or ⚔️s.","Lakewood, CO",-2.0
11536,"@SpeakerRyan ""Paul Ryan""...""Your comments are outdated""...""The Wars We Fight are not conveniental any more""...""Cyber Wars needs no guns""...""The Weapon of choice in the ""Cyber War"" is ""Words""...Neo","La Grange, NC",0.0
11537,@j_dubwinter @USAneedsTRUMP @timkaine @DougJones as a lifelong Hoosier there's no measurable stat that proves that they get guns from Indiana and I live 30 minutes from the border,"Chicago, IL",-2.0
11538,"So Tired Of Seeing Niggas Flashing Money, Weed, And Guns On Everything.","Rocky Mount, NC",1.0
11539,@howroute @williamlegate as long as they keep their guns home,"San Francisco, CA",-2.0
11540,"We need more guns to facilitate mass shootings &lt;sarcasm&gt;

Blame the politicians &lt;not sarcasm&gt; ","Los Angeles, CA",0.0
11541,@MsCreamNy That ain't gun control that's F the police!!,"South Carolina, USA",-2.0
11542,@KyleKashuv @CNN @ClayTravis @BrookeBCNN It's Okay Kyle .. My 3 Adult Children All Bought Guns In The Last 2 Weeks And Joined The @NRA .. So Their Agenda Is Backfiring !!  Just Enjoy Being A Young Adult And Have Some Fun !!  God Bless !! 🙏 @DLoesch,"Boise, ID",1.0
11543,@ChrisCoons Agree let’s have a solution to gun violence that goes not deter the right to own guns by law abiding citizens.,"Delaware, USA",1.0
11544,You’re an idiot ,"Youngstown, OH",-2.0
11545,Amazing how they can give Muslims firearms training but the hell with the rest of us including our kids is that it BSO? ,"Fort Lauderdale, FL",-2.0
11546,I forgot I had guns tbh,"Gilbert, AZ",-2.0
11547,"The parking lot of a SCHOOL is on SCHOOL property and counts as being at SCHOOL. Congrats, you played yourself ","Woodstock, GA",-2.0
11548,"Again, the shooter fell below 21, it’s not Adolts doing the Mass Shootings, it’s young adults ","Colorado, USA",-2.0
11549,"@thds69 @TheQueenRegnant To an extent, you're right. People with no previous indicators or diagnoses can experience psychotic breaks. The vast majority don't act out when that happens. But the issue here isn't mental health. It's the proliferation of guns in a society that is generally dysfunctional.","Los Angeles, CA",-2.0
11550,Multiple choice answer: all of the above. ,"Norton, MA",-2.0
11551,"@AodhanORiordain @SenLynnRuane Young people are not given the credit for the strength and intelligence they possess, not by a long shot.  Here in the U.S., look who is leading the charge for gun control reform so desperately needed! TEENAGERS!!","Oregon, USA",1.0
11552,"@jaketapper Since our Congress won’t to a damn thing about school shootings &amp; gun safety, Medicaid should automatically kick in to pay all these hospital bills.","Raleigh, NC",0.0
11553,"@lplindsay143 @StephenKing @POTUS44 Where I live, parents who allowed theur kids access to guns resulring in tragedy are prosecuted. Not sure why u want me to say everyone is at fault but the shooter. I intend just the opposite.","Fishers, IN",-2.0
11554,Bihhhhhh 😂😂😂 ,"Houston, TX",-2.0
11555,"This. Is. Not. Normal. 
@MomsDemand @Everytown #Enough #ExpectUs #NHpolitics ","Concord, NH",-2.0
11556,This is the stupidest of all Chads ,"Austin, TX",-2.0
11557,"Don't let your congressional representative lie to you about where they stand on gun control. Handy chart helps you to call  #Bollucks on their equivocation &amp; obfuscation. 
 ","Houston, TX",0.0
11558,"@SpeakerRyan We continue to lose students to school shootings. You can do something about that if you had the backbone to do it.
You &amp; your cronies are poor excuses for leaders. Retire &amp; let someone who wants to do the job take over.","Maryville, IL",1.0
11559,"@lplindsay143 @StephenKing @POTUS44 Where I live, parents who allowed their kids access to guns resulting in tragedy are prosecuted. Not sure why u want me to say everyone is at fault but the shooter. I intend just the opposite.","Fishers, IN",-2.0
11560,.@LakeTravisHS freshman Madison Chaney says she’s afraid to go to school. “Please put our lives before your guns.” ,Lake Travis High School,0.0
11561,Post them meals Juice 👀👀👀 .... ,"Washington, DC",-2.0
11562,"People like this (EL) are protecting my freedoms, and I'm thankful for it ","Eagan, MN",-2.0
11563,Once again Oregon is becoming north california...this initiative is unconstitutional and would only hurt law abiding gun owners ,"Gresham, OR",-2.0
11564,When you ask the savages to comment on your @instagram posts so you can grow your outreach and they literally come out guns blazing 😂😂😂❤️💚💙 @byrnagee you are a monster!! 🤘 ,"Los Angeles, CA",1.0
11565,Hush ,"Tallahassee, FL",-2.0
11566,"@YouCanCarry @realLyingMedia @gcramer30 @TNTickler @jsutt13 @Morgan2268 @Mamasan2k @flyaway_k @PoliticalEmilia @v well.. ppl around here have PLENTY of weapons. And i hope we r never fighting our own, it was realizing that i even thot that was possible that i realized i was a teeny-bit addicted to collecting guns....so now trying to take a functional approach. If zombies occur tho-&gt;u r right",United States,1.0
11567,"These are the lovely human beings who preach tolerance, love dictatorships while wanting to confiscate your guns.  Oh and don’t forget the raping and pillaging too. Scumbags.","Palm Coast, FL",0.0
11568,What do you think about guns in the US?,"Fort Worth, TX",-2.0
11569,Nahhh😭😂 shooting guns is easyyyy ,"Tehachapi, CA",-2.0
11570,"@MalcolmNance They will care about Putin only after he comes to rule this country and sends the Russian army to their homes to confiscate ALL their GUNS as is the policy in Russia. Then—maybe then, they will realize that Putin is dictator and not a friend to America/Democracy.","San Francisco, CA",0.0
11571,WATCH: Pissed Off Dad GOES OFF on Principal for Allowing 12-Year-Olds to Hold Gun Control Walkout ,"New York, USA",0.0
11572,"At court appearance, Noor’s bail set at $400k with conditions: must surrender passport, no contact with Ofc. Harrity, no access to firearms or ammo. @KSTP","Minneapolis, MN",-2.0
11573,Oh yes! Great analogy!! ,"Carle Place, NY",-2.0
11574,Sobering read ,"Lansing, MI",-2.0
11575,"“Land of the free, home of the brave” yea okay but you’re gonna make fun of any young person trying to make this world less shitty 🙄🙄👍🏼👍🏼👍🏼 ","Robinson Township, PA",-2.0
11576,facebook and congress tomorrow -- gee people are you so pathetic and lazy - delete from facebook- just like  school shootings - nothing will change-- PUSSIES,"Sunrise Manor, NV",1.0
11577,@PaulAMarketos @NRATV @MrColionNoir @NRA Really? because it was all over my CNN all day yesterday and again this morning. As well as the Austin bomber. And the NRA loves publicity as much as the next person it fuels gun sales to make people afraid of losing their guns. Don’t kid yourself,"Florida, USA",0.0
11578,@MoDemParty @TheDemocrats @davidhogg111 There is a difference between funny and ridiculous. This cartoon &amp; the @NRA-owned @GOP response to school shootings is the latter. ,"St Charles, MO",0.0
11579,"Actually yes I have, it’s not that bad and I would’ve gone up behind him. Especially if I were an officer wearing a vest and with my own gun and having been trained to deal with people that also have guns ","Batesville, AR",-2.0
11580,"@Education4Libs @jimtstrickland @davidhogg111 @CNN David “Douche Boy” Hogg! He’s CNN’s poster boy for spreading Fake News! He can’t spread any REAL good news about guns saving lives bc it isn’t in his liberal DNA, but being a loser is! MAGA.","Honolulu, HI",-2.0
11581,I'm your worst nightmare @tedcruz I'm a Texas liberal who has more respect for your own father's legacy than you do.  #DontMessWithTexas ,"Dallas, TX",-2.0
11582,@Leetoddchris @MichelleBeale17 @DLoesch @ChrisLoesch Common sense: guns are inanimate objects. How are our 2A rights indecent exactly?,"Michigan, USA",-2.0
11583,I’m literally screaming out loud ,"Honolulu, HI",-2.0
11585,"Since 1999, more than 187,000 students have experienced a shooting on campus during school hours. These two boys, worried their school might be next, wrote their own wills.  by @JohnWoodrowCox ","Baltimore, MD",-2.0
11586,"@realDonaldTrump Indeed! Guns for everyone!! So, by this logic everyone should also have nukes!!  You are a walking, talking paradox!","Calabasas, CA",1.0
11587,@PaulAMarketos @NRATV @MrColionNoir @NRA Compromises keep your guns but use a bolt action rifle ir a 38 or shotgun no one needs to have a semi automatic weapon,"Florida, USA",1.0
11588,Do republicans still think we're trying to take all of their guns?,"Comstock Northwest, MI",-2.0
11589,"Dennis!: U LIKE GUNS!!!!!
Rich: gestures vaguely at FOX news

Joe: me too guys, me toooooo! 

Bill: ... Laaaaadies","Cleveland, OH",-2.0
11590,PETITION: Stop NRA Money and Enact Common Sense Gun Laws! h/t @boldprogressive ,"Charlotte, NC",-2.0
11591,"Background checks on all sales; ban assault rifles. No brainer and you get to keep your hunting/target rifles, shotguns, handguns. ","Vermont, USA",-2.0
11592,@TomArnold @FoxNews @dbongino The democrats show the need for our Gun Rights every day. The Rich Liberal Establishment Democrats will NEVER Dis Arm the Middle Class. They are PUSSIES.,"Zephyrhills, FL",1.0
11593,This parent gets it. ,"Charlotte, NC",-2.0
11594,LMFAOOOOOOO ,"Missouri City, TX",-2.0
11595,JOIN ME by honoring the Parkland school shooting victims with action. Add your name: Pass a Red Flag Law in Massachusetts to help prevent school shootings &gt;&gt;&gt;  #mapoli None,"Boston, MA",0.0
11596,It’s happening guys... they are trying to take our guns. ,"Salem, OR",-2.0
11597,"@vonswain @Royalfan83 I realize we've ignored the problems in our country to do with mental health, bullying and stopping illegal guns to where I'd rather we protect children where possible","New Mexico, USA",0.0
11598,This is the most powerful tweet I have ever seen. ,"Auburn, AL",-2.0
11599,why do they sell guns at ace hardware?,"Grand Rapids, MI",-2.0
11600,@Royalfan83 @vonswain Who compared anyone? Also there's many of us not on the right that realize guns are not alive and can't kill people on their own.,"New Mexico, USA",-2.0
11601,"@Dalton642 @585Conservative @Cruellaisdevine Yes, it is. The NRA has spent millions on various political campaigns trying to convince Americans that any action taken to reduce gun violence would be a step toward confiscation of all guns and the end of 2nd amendment rights. THAT's the NRA's strategy, and you're repeating it.","Los Angeles, CA",1.0
11602,#NeverAgain #MarchForOurLives 3/24 ,"San Anselmo, CA",-2.0
11603,Ew this is exactly what a school shooter would say ,"Los Angeles, CA",-2.0
11604,I’d much have them bring in different kind of ARs for decoration purposes than add another gun. They 0/4 with new guns.,"Honolulu, HI",-2.0
11605,"@WatchChad He blew himself up. The only reason they found him is because they were able to track him down. 

Now I wonder if we could do that before serial killers with guns partake in those actions.

Oh wait... They did... And it was still ignored.","San Jose, CA",-2.0
11606,@zmaj101 @MrTlish In this instance the bat or gun or whatever weapon being used is not the one committing the crime. It’s the person and all the laws that the left is trying to implement throughout the country are already in Maryland and did nothing to stop him. Can’t compare a person,"Provo, UT",0.0
11607,Dream big for the generations coming after us. No hunger. No war. No fear of school shootings. #SDWomensWeek #NaomiTutu,"San Diego, CA",0.0
11608,20 rounds for a cell phone? Phones don't resemble guns to me. They are flat. ,"Los Angeles, CA",-2.0
11609,Wbw with the young guns @dsanayei mcadoo_66 tossing it for @mepmx #clubmx #mx #moto #motocross… ,"South Carolina, USA",-2.0
11610,Great article by my friend @AdrienneMaloof - PLEASE SHARE Specially trained K-9s could prevent school shootings | Opinion ,"Beverly Hills, CA",-2.0
11611,@Richardafowler There R thousands Like me who owned their first Gun at 13 Had Guns n ye Truck Gun Rack n ye school parking lot Its not ye Age or ye Damn Gun STUPID now talk Real solutions 2 4 ye real problems Richard Ur 2 Smart 2 B a Talking Head,"Grand Junction, CO",-2.0
11612,Mental health and kids being raised with no morales or sense of empathy are the biggest problems not god damn gun laws.,"South Lebanon, OH",0.0
11613,Guaranteed if you stole one chip they would know and have it on camera ,"Cudjoe Key, FL",-2.0
11614,You’re a piece of shit ,"East Haven, CT",-2.0
11615,I heard that 6ix9ine may perform at Cortland’s spring fling for 2018. Completely unrelated I now support teachers carrying guns.,"Cortland, NY",-2.0
11616,@Ballzer3 Bombs=Arms.  Just like you can't restrict my gun use to the guns that only existed in the 18th century.,"Reno, NV",-2.0
11617,Maybe now we’ll get gun control ,"Chicago, IL",-2.0
11618,Because sex sells ,"Cudjoe Key, FL",-2.0
11619,"@MMFlint So Mr. Moore you don't support our troops, our police, our 2ND amendment, your saying you don't own any guns,and you don't ever associate with any family who owns guns?","Madison Park, NJ",1.0
11620,"""Gun violence is a tragic epidemic in our city, state and country, but we are taking meaningful steps in San Francisco to remove firearms from the most dangerous individuals in our society"" -Mayor Farrell

Full video:  ","San Francisco, CA",0.0
11621,Are these Kids to realize a Armed Officer at their school would have saved lives Come on kids wise Up ,"Galax, VA",-2.0
11622,@ufeellucky The touching obsolescence of those machine guns,"Washington, DC",-2.0
11623,"This is rich, six graders according to this principle can get up and leave when they want! Did you hear that Mrs White I can leave anytime I want. 1960, Mrs White: you get up from that seat young man and I’m going to paddle your back side. If I had not complied, next call my dad! ","Missouri, USA",0.0
11624,"But, thanks the media, it isn't. Climate change is somehow a partisan issue too. The people literally underwater in Chesapeake Bay either deny it's happening or want to blame something else just to not admit they were wrong. We just don't want them swamped or their kids shot. ","Lakewood, CO",0.0
11625,Exactly what I am saying. This shit sucks! DMX song is appropriate here. Y’all know what it is. ,"Clayton, CA",-2.0
11626,Christian fundamentalists are the scariest freaks of all. ,"Portsmouth, RI",0.0
11627,@bohyler @TheBlueWaveUSA @thehill Have you ever resisted arrest. Have you ever refused to comply with officers that have their guns drawn? Have you ever run from the police?,"Norwalk, CT",1.0
11628,He's just an excitable boy ,"Canton, MA",-2.0
11629,"go Robert.
call out the asshole patrol working for your enemies . ","Lake Oswego, OR",-2.0
11630,"10 Common Arguments For Gun Control, Debunked ","Mabank, TX",-2.0
11631,"""Gun violence is a tragic epidemic in our city, state and country, but we are taking meaningful steps in San Francisco to remove firearms from the most dangerous individuals in our society"" -Mayor Farrell

Full video:  ","San Francisco, CA",0.0
11632,"@CindyDPishere @anypigslft @Gus_802 @RonBrownstein Not sure. Don’t know how long a process to unenroll. NRA is so shady, maybe they don’t clean names off their rolls?  Maybe they collect guns and don’t want to give up store discount?","Newark, CA",1.0
11633,"@heg_emon @DLoesch That Deputy Sheriff in the high school in St. Mary’s County, MD stopped the shooter quickly. It was a “good man with a gun.” Criminals, gang members, terrorists &amp; the insane do not care about laws.","Upland, CA",-2.0
11634,"Nobody is calling for bomb control, bomb ban, bomb free signs... nobody blames bombs as they blame guns. #AustinBombing #ThinkAboutIt","Florida, USA",-2.0
11635,"@AdreanaInLB @thehill @KPCC Neither did I. That goes for eyewitnesses. I want the video. He retains culpability for running from the police, not complying with their instructions when their guns were drawn, and coming towards them. They also PROBABLY acted too aggressively.","Norwalk, CT",1.0
11636,"Already burning OUR country’s flag, while Liberals cheer on! ","Castle Rock, CO",-2.0
11637,To that point... what is trumps latest suggestion to do with drug dealers? Yes - send them to the chair. ,"Shelton, CT",-2.0
11638,"Your dam right we people, with guns at our schools, protecting our children!!","Buckhannon, WV",-2.0
11639,WATCH: Pissed Off Dad GOES OFF on Principal for Allowing 12-Year-Olds to Hold Gun Control Walkout ,"Littleton, CO",0.0
11640,I spent my evening teaching friends about rounds and guns and I EARNED THIS GLASS OF WINE. ,"Baltimore, MD",-2.0
11641,This article deserves to be read and retweet LOTS‼️all the diversion made up to cover up the real ppl that r responsible for this tradegy is another tradegy! Using kids to promote a very political ideal‼️SO SAD ‼️ ,"Pomona, CA",1.0
11642,I assume this includes @NRATV ? ,"Indianapolis, IN",-2.0
11643,"@NRATV @stinchfield1776 @CNN A. It hasn't been proven he killed the shooter.
B. Where do you get off tell others what they can or can't show.
C. This WAS a sweetheart shooting the shooter wasn't on a rampage.
Quit twisting the facts to sell more guns and membership.","Arizona, USA",0.0
11644,😳 ,"San Marino, CA",-2.0
11645,"@KayleneParsons If you count threatening people with guns and telling others to kill themselves on here as ""values"" then I'm happy that I'm fresh out.","Pennsylvania, USA",-2.0
11646,@ScottPresler @larrythkw @realDonaldTrump Blaine Gaskill completely refuted the DemNOcrats 'guns are the problem' in 60 seconds! The CNN town hall and nationwide bogus school walkout were wiped away. Having armed guards (preferably former SWAT/military) is an easy solution. Volunteers are ready for duty.,"Florida, USA",0.0
11647,"@Trumpin20201 @Txkidatheart @RobertAnthonySr @Harry1T6 @DocWashburn @IvankaTrump I wasn't discussing gun control. But hey, I can be random, too: ","Midvale, UT",-2.0
11648,"Moms Demand Action. They’re demanding lawmakers pass a “red flag” law to take guns from those who may do harm. They call it a law “everyone can get behind.” We’ll, not exactly. Gun rights folks hate it. More at 5:30. ",Ohio Statehouse,1.0
11649,Well then... ,"Swampscott, MA",-2.0
11650,"These same people probably think teens should stick to being kids. What do they know anyway about guns, and govt, immigration &amp; human rights? #NoMore ","Bonita Springs, FL",-2.0
11651,We’ve had shootings much more frequently though 🤦🏾‍♀️ because guns are easier to obtain than bombs ,"New York, USA",-2.0
11652,@JoyAnnReid @MrMokelly The American white male must never be perceived or marketed or accepted as a threatening demographic. ,"Boca Raton, FL",-2.0
11653,"School resource officer stops a school shooter at a high school. Not a single word from the left or anything from the media. They don't want gun control, they want people control. They don't really care about the children, they just want the guns.","St Peters, MO",-2.0
11654,MARK ZUKERBERG- STATEMENT- - YOUR PEOPLE ARE SUCKERS AND WE WILL DO WHAT EVER WE WANT- oh well people aren`t going to do a thing-just like trump and guns- zippo,"Sunrise Manor, NV",1.0
11655,This has ALWAYS been the NRA’s “fantasy”. I used to get my American Rifleman and go straight to “The Armed Citizen”. Stories about guns saving the day ,"Ohio, USA",0.0
11656,@JudyLynnPresto4 @AMarch4OurLives Well they are teaching safety very poorly judging from the carnage. NRA pushes the sale of guns from the manufacturers.,"New York, USA",0.0
11657,@zmaj101 @MrTlish In the sense of school shootings we have a solution and we saw the solution in action yesterday. A good man with a gun saved multiple lives with a gun against a bad guy with a gun.,"Provo, UT",-2.0
11658,"“We’re kids bargaining for our lives,” says a student witness in #vtleg hearing on school safety. The message is pretty clear in this room - they want gun control now. #vtpoli","Montpelier, VT",-2.0
11659,All due to mental illness and guns. We as a nation have to do better.  Breaks my heart. ,"Bowie, MD",-2.0
11660,@BurchamRoger @RepMullin Senate and congress can not legally change the constitution without two thirds of the states voting to ratify it. Therefore any gun control laws created by them are illegitimate laws anyway.,"Oklahoma, USA",0.0
11661,@Education4Libs IT JUST PROVES A BAD GUY WILL ALWAYS FIND A WAY TO GET A GUN THEY DO NOT CARE ABOUT THE LAWS.,"St Augustine, FL",0.0
11662,@daveanthony If only the parents had guns and shot their kid,"Casas Adobes, AZ",-2.0
11663,@BWH85 This is not the gun control I was hoping for,"Sacramento, CA",-2.0
11664,GUNS: Both Sides Now  via @YouTube,"Oklahoma City, OK",-2.0
11665,WOW UNBELIEVABLE ,"Pennsylvania, USA",-2.0
11666,@AlanBourdain scared of the cooter so he gonna be shooting soon ,"Los Angeles, CA",-2.0
11667,"Waiting on Friday, like ...
.
.
.
.
#gunporn #fullauto #progun #guns #targets #weekend… ","Paradise, NV",-2.0
11668,"@MartinGENG102 School districts should support the participation of the students because not only are students getting killed in these shootings, but faculty as well. The whole school should be participating in these protests. #102s1810","Maryland, USA",0.0
11669,@Education4Libs Add to the fact that criminals NEVER obey gun laws: obama removed a half-million names from the NIC list; airforce failed to report spousal abuses to NIC; &amp;  broward police stand down when called for help. What else does gov &amp; LAW enforcement fail to do?,"Fishers, IN",0.0
11670,@RBReich I am a gun owner and I don't want or need the NRA to speak for me or represent me. Sensible gun laws are  the right thing. There is not need or reason for semi and automatic assult weapons in our society.,"Portland, OR",0.0
11671,"@Ballzer3 When were bombs not part of arms?  Next you're going to tell me a ""well regulated militia"" means gun ownership should be well regulated.","Reno, NV",0.0
11672,'Good-guy' saves kids in gun-free zone. Broward cop caught asleep on duty. Both have guns. Any questions? ,"Carson, CA",-2.0
11673,"@hectorhurtado Perhaps. I’m looking for answers too. This is not my research, just a plot I found of gun ownership rate vs murder rate by state.

I’m not a gun owner or devotee, and even I don’t think outlawing or severely restricting gun ownership is plausible in this country.","Marblehead, MA",0.0
11674,"And I wonder how many times a day guns are used to protect @jimmyfallon.

","Colorado Springs, CO",-2.0
11675,@ARPistolShooter repost from peavy11  -  Cobblestone CQBR #guns #gun #mk18 #cqbr #fde #ar15… ,"Chantilly, VA",-2.0
11676,@HazelSteinberg5 @GregCampNC @ItsChayaStnbrg @Peaches_Sabrina How about cars? Cars kill far more people than guns.,"Newport News, VA",-2.0
11677,@gravy_gts On everything “they ain’t stop making guns when they made yours”,"Glassboro, NJ",-2.0
11678,no line change from last night on ncaa games   these games are airtight so we wont start to get play until late tonight and obviously tomorrow  secondly guitar players name for guns and roses    lunch then spa time my friends,"Paradise, NV",0.0
11679,This is a great post to send out!! ,"Madison Center, CT",-2.0
11680,"Liberalsville (AKA Seattle,Washington State) ","Washington, USA",-2.0
11681,"Whew! The omnibus should be all sewn up now—Aw, dammit! ","Washington, DC",-2.0
11682,"Civil &amp; Intelligent Comments Welcome.

""After every massacre, there’s inevitable talk about Australian gun laws post-1996 and how successful they’ve been at reducing gun violence, […]"" @AlogoAgogo ","Pennsylvania, USA",0.0
11683,"Just came back from Beverly Hills. There are more high walls there than walls across to  Mexico. If they believe in gun control, they should put a sign on their electronic gates that it’s gun free zone. “Hollywood, tear down that wall” ","Treasure Island, FL",-2.0
11684,"@Kevin10TV All their domestic violence with a gun laws falls under felonious assault.

They created laws that are already on the books.","Ohio, USA",-2.0
11685,*logs off* ✌🏽 ,"Atlanta, GA",-2.0
11686,"Wait, doesn't this proove the rights argument that gun control won't work? ","Bensalem, PA",-2.0
11687,Sounds like Kyle ,"Doctor Phillips, FL",-2.0
11688,It's messed up that Gus Van Sant's #Elephant came out 15 years ago and school shootings have somehow only gotten more common and more deadly. #GunReformNow,"Kansas City, MO",-2.0
11689,@thebestcloser #CloserNation ,"Granbury, TX",-2.0
11690,"See, it can be done and people can still have their guns. ","Albuquerque, NM",0.0
11691,"@bucknut_ellis And let me elaborate, I meant people coming onto school grounds with guns from happening. Obviously that did not deter this individual.","Florida, USA",-2.0
11692,@DLoesch At my granddaughters middle school the walkout consisted of allowing the students to walk out into the hallway where they heard speeches from fellow students on gun control Those not participating stayed in class My granddaughter stayed home This doesn’t belong in grade schools,"Oak Forest, IL",-2.0
11693,"@kellie_aa I agree but I've worked in a factory making 700 pistols a day in 8 hours,never had a problem.guns technically kill people but they don't have a mind of their own,people kill people we need #peoplecontrol also gun free zones are a problem. I'm just saying. ","Chicopee, MA",-2.0
11694,He on our ass bout them pictures cuz these gone be the same guns we use to do murdaaaaa 1,"Mansfield, TX",0.0
11695,Long way from home today in Milwaukee....filming the first of our pieces about gun control - all from teenagers’ perspectives. On at 5 tomorrow ,"Milwaukee, WI",-2.0
11696,"@Uncle_Jimbo @RepTomSuozzi @realDonaldTrump Unfortunately, because of strict gun laws, NY would be as worthless as it was during the first revolution. At least he understood why 2nd amdt exists.","St Petersburg, FL",0.0
11697,@yaf @DLoesch What do God and guns have to do with each other again? So lame,"Texas, USA",1.0
11698,@AlogoAgogo @Colin502 Thank you for taking the time to share this information. I appreciate it very much. My only disagreement is that you have to have a reason for owning the gun. I don't think the government should have that much control. All else seems reasonable.  What about 'concealed carry?',"Pennsylvania, USA",1.0
11699,Crickets. @Education4Libs ,"Enterprise, NV",-2.0
11700,@RepJohnYarmuth @NRA What does an NRA rating really mean? What kind of organization has the right to rate people. I am a gun owner and I don't want or need the NRA to respresent me or speak for me and most of all they don't control me.,"Portland, OR",0.0
11701,@KView526 when brah said the gun could’ve been a remote control or something. I lost it 😭,"Georgia, USA",-2.0
11702,"You couldn’t have said it better, Noah! ","Pekin, IL",-2.0
